pid_num,vm,task_num,task,setup,duration,cutting
4196,v13,0,t22,1519818825.656,4.712,1519818830.375
4404,v23,0,t16,1519818825.812,5.027,1519818830.844
14716,v12,0,t21,1519818825.625,5.726,1519818831.359
12632,v32,0,t11,1519818826.015,5.395,1519818831.422
14720,v22,0,t13,1519818825.703,6.127,1519818831.844
14528,v11,0,t14,1519818825.531,7.034,1519818832.578
3844,v31,0,t12,1519818825.969,6.621,1519818832.594
4884,v21,0,t15,1519818825.687,7.254,1519818832.953
14716,v13,1,t31,1519818831.359,4.759,1519818836.125
4404,v12,1,t27,1519818830.844,5.81,1519818836.656
4196,v11,1,t24,1519818830.391,7.051,1519818837.453
14528,v23,1,t33,1519818832.578,5.094,1519818837.687
14720,v22,1,t23,1519818831.844,6.256,1519818838.109
4884,v32,1,t32,1519818832.953,5.583,1519818838.547
12632,v21,1,t26,1519818831.422,7.501,1519818838.938
3844,v31,1,t25,1519818832.594,6.819,1519818839.422
4196,v13,2,t36,1519818837.453,4.819,1519818842.281
4404,v12,2,t35,1519818836.656,5.842,1519818842.5
14716,v11,2,t37,1519818836.125,7.22,1519818843.359
4884,v23,2,t42,1519818838.547,5.159,1519818843.719
14720,v22,2,t34,1519818838.109,6.318,1519818844.438
3844,v32,2,t43,1519818839.422,5.608,1519818845.04
14528,v21,2,t41,1519818837.687,7.54,1519818845.228
12632,v31,2,t44,1519818838.938,6.826,1519818845.775
14716,v13,3,t46,1519818843.359,4.735,1519818848.103
4404,v12,3,t47,1519818842.5,5.687,1519818848.197
4196,v11,3,t49,1519818842.281,7.008,1519818849.29
3844,v23,3,t52,1519818845.04,5.029,1519818850.072
14720,v22,3,t53,1519818844.438,6.152,1519818850.603
4884,v21,3,t45,1519818843.719,7.276,1519818851.009
12632,v32,3,t51,1519818845.775,5.429,1519818851.212
14528,v31,3,t48,1519818845.228,6.598,1519818851.837
4404,v12,4,t55,1519818848.197,5.731,1519818853.931
4196,v13,4,t56,1519818849.29,4.811,1519818854.103
14716,v11,4,t54,1519818848.103,7.01,1519818855.119
3844,v22,4,t58,1519818850.072,6.211,1519818856.291
14720,v31,4,t57,1519818850.603,6.612,1519818857.225
