pid_num,vm,task_num,task,setup,duration,cutting
7316,v13,0,t16,1519812067.554,4.771,1519812072.327
7176,v23,0,t14,1519812067.866,5.039,1519812072.908
12728,v12,0,t11,1519812067.474,5.704,1519812073.18
14020,v32,0,t21,1519812068.058,5.449,1519812073.508
13796,v22,0,t12,1519812067.666,6.112,1519812073.78
3444,v11,0,t22,1519812066.87,7.076,1519812073.948
13324,v31,0,t15,1519812067.882,6.576,1519812074.462
5604,v21,0,t13,1519812067.61,7.267,1519812074.88
12728,v13,1,t27,1519812073.18,4.75,1519812077.931
7176,v12,1,t33,1519812072.908,5.839,1519812078.749
3444,v23,1,t23,1519812073.948,5.139,1519812079.088
7316,v11,1,t26,1519812072.347,7.191,1519812079.541
13796,v22,1,t31,1519812073.78,6.177,1519812079.959
5604,v32,1,t25,1519812074.88,5.552,1519812080.435
14020,v21,1,t24,1519812073.508,7.515,1519812081.027
13324,v31,1,t32,1519812074.462,6.699,1519812081.163
3444,v13,2,t44,1519812079.088,4.896,1519812083.984
7176,v12,2,t43,1519812078.749,5.804,1519812084.555
12728,v11,2,t42,1519812077.931,7.185,1519812085.117
5604,v23,2,t34,1519812080.435,5.179,1519812085.614
13796,v22,2,t36,1519812079.959,6.276,1519812086.238
13324,v32,2,t41,1519812081.163,5.601,1519812086.767
7316,v21,2,t35,1519812079.541,7.491,1519812087.034
14020,v31,2,t37,1519812081.027,6.83,1519812087.86
12728,v13,3,t53,1519812085.117,4.71,1519812089.828
7176,v12,3,t46,1519812084.555,5.747,1519812090.306
3444,v11,3,t49,1519812083.984,6.997,1519812090.985
13324,v23,3,t48,1519812086.767,5.003,1519812091.773
13796,v22,3,t47,1519812086.238,6.14,1519812092.379
5604,v21,3,t45,1519812085.614,7.271,1519812092.887
14020,v32,3,t51,1519812087.86,5.47,1519812093.333
7316,v31,3,t52,1519812087.034,6.598,1519812093.635
3444,v13,4,t57,1519812090.985,4.873,1519812095.862
7176,v12,4,t58,1519812090.306,5.861,1519812096.168
12728,v11,4,t56,1519812089.828,7.117,1519812096.949
13324,v22,4,t55,1519812091.773,6.09,1519812097.865
13796,v31,4,t54,1519812092.379,6.681,1519812099.062
