pid_num,vm,task_num,task,setup,duration,cutting
10160,v13,0,t22,1519819624.892,4.717,1519819629.61
6652,v23,0,t14,1519819624.91,5.0,1519819629.911
12964,v12,0,t16,1519819624.626,5.743,1519819630.38
6364,v32,0,t11,1519819625.025,5.441,1519819630.48
15316,v22,0,t13,1519819624.905,6.088,1519819630.996
2876,v11,0,t12,1519819624.136,6.984,1519819631.128
14464,v31,0,t15,1519819624.956,6.639,1519819631.597
12300,v21,0,t21,1519819624.895,7.316,1519819632.214
12964,v13,1,t27,1519819630.38,4.818,1519819635.202
6652,v12,1,t31,1519819629.911,5.811,1519819635.734
2876,v23,1,t32,1519819631.129,5.089,1519819636.219
10160,v11,1,t25,1519819629.61,7.027,1519819636.658
15316,v22,1,t24,1519819630.996,6.198,1519819637.206
12300,v32,1,t33,1519819632.214,5.546,1519819637.775
6364,v21,1,t26,1519819630.48,7.456,1519819637.937
14464,v31,1,t23,1519819631.597,6.697,1519819638.307
2876,v13,2,t43,1519819636.219,4.889,1519819641.11
6652,v12,2,t36,1519819635.735,5.882,1519819641.627
12964,v11,2,t44,1519819635.202,7.078,1519819642.282
12300,v23,2,t37,1519819637.775,5.199,1519819642.983
15316,v22,2,t42,1519819637.206,6.316,1519819643.531
14464,v32,2,t34,1519819638.307,5.525,1519819643.847
10160,v21,2,t35,1519819636.658,7.448,1519819644.116
6364,v31,2,t41,1519819637.938,6.791,1519819644.733
12964,v13,3,t48,1519819642.282,4.747,1519819647.037
6652,v12,3,t46,1519819641.627,5.715,1519819647.353
2876,v11,3,t53,1519819641.11,6.995,1519819648.108
14464,v23,3,t49,1519819643.848,5.03,1519819648.894
15316,v22,3,t51,1519819643.531,6.11,1519819649.642
6364,v32,3,t52,1519819644.733,5.431,1519819650.18
12300,v21,3,t45,1519819642.983,7.315,1519819650.312
10160,v31,3,t47,1519819644.116,6.607,1519819650.728
6652,v12,4,t58,1519819647.354,5.818,1519819653.185
12964,v11,4,t55,1519819647.037,7.06,1519819654.101
14464,v22,4,t54,1519819648.894,6.222,1519819655.119
15316,v32,4,t57,1519819649.642,5.527,1519819655.188
2876,v21,4,t56,1519819648.108,7.463,1519819655.588
