bigscale\baseline+9\15	249	31	182.685
bigscale\baseline+10\1	279	35	204.498
bigscale\baseline+10\2	279	35	206.277
bigscale\baseline+10\3	279	35	208.424
bigscale\baseline+10\4	279	35	208.204
bigscale\baseline+10\5	279	35	206.036
bigscale\baseline+10\6	279	35	205.925
bigscale\baseline+10\7	279	35	205.802
bigscale\baseline+10\8	279	35	207.879
bigscale\baseline+10\9	279	35	208.531
bigscale\baseline+10\10	279	35	209.687
bigscale\baseline+10\11	279	35	204.995
bigscale\baseline+10\12	279	35	210.793
bigscale\baseline+10\13	279	35	205.414
bigscale\baseline+10\14	279	35	208.217
bigscale\baseline+10\15	279	35	207.974
bigscale\baseline+11\1	299	37	221.514
bigscale\baseline+11\2	299	37	221.726
bigscale\baseline+11\3	299	37	217.23
bigscale\baseline+11\4	299	37	221.975
bigscale\baseline+11\5	299	37	220.704
bigscale\baseline+11\6	299	37	222.022
bigscale\baseline+11\7	299	37	226.174
bigscale\baseline+11\8	299	37	222.356
bigscale\baseline+11\9	299	37	220.829
bigscale\baseline+11\10	299	37	221.384
bigscale\baseline+11\11	299	37	220.685
bigscale\baseline+11\12	299	37	225.029
bigscale\baseline+11\13	299	37	223.48
bigscale\baseline+11\14	299	37	222.355
bigscale\baseline+11\15	299	37	222.168
bigscale\baseline+12\1	329	41	241.7
bigscale\baseline+12\2	329	41	241.588
bigscale\baseline+12\3	329	41	244.744
bigscale\baseline+12\4	329	41	244.765
bigscale\baseline+12\5	329	41	244.005
bigscale\baseline+12\6	329	41	242.039
bigscale\baseline+12\7	329	41	240.564
bigscale\baseline+12\8	329	41	251.369
bigscale\baseline+12\9	329	41	245.695
bigscale\baseline+12\10	329	41	246.244
bigscale\baseline+12\11	329	41	242.66
bigscale\baseline+12\12	329	41	242.947
bigscale\baseline+12\13	329	41	243.222
bigscale\baseline+12\14	329	41	245.04
bigscale\baseline+12\15	329	41	241.802
bigscale\baseline+13\1	349	44	256.969
bigscale\baseline+13\2	349	44	256.234
bigscale\baseline+13\3	349	44	258.493
bigscale\baseline+13\4	349	44	254.896
bigscale\baseline+13\5	349	44	258.168
bigscale\baseline+13\6	349	44	257.611
bigscale\baseline+13\7	349	44	259.892
bigscale\baseline+13\8	349	44	257.216
bigscale\baseline+13\9	349	44	260.611
bigscale\baseline+13\10	349	44	261.075
bigscale\baseline+13\11	349	44	260.044
bigscale\baseline+13\12	349	44	257.1
bigscale\baseline+13\13	349	44	257.118
bigscale\baseline+13\14	349	44	259.431
bigscale\baseline+13\15	349	44	259.538
bigscale\baseline+14\1	379	47	280.07
bigscale\baseline+14\2	379	47	282.114
bigscale\baseline+14\3	379	47	281.331
bigscale\baseline+14\4	379	47	279.072
bigscale\baseline+14\5	379	47	282.068
bigscale\baseline+14\6	379	47	283.028
bigscale\baseline+14\7	379	47	279.646
bigscale\baseline+14\8	379	47	279.61
bigscale\baseline+14\9	379	47	278.186
bigscale\baseline+14\10	379	47	280.553
bigscale\baseline+14\11	379	47	287.941
bigscale\baseline+14\12	379	47	281.881
bigscale\baseline+14\13	379	47	280.422
bigscale\baseline+14\14	379	47	281.178
bigscale\baseline+14\15	379	47	278.414
bigscale\baseline+15\1	399	50	291.017
bigscale\baseline+15\2	399	50	292.436
bigscale\baseline+15\3	399	50	293.843
bigscale\baseline+15\4	399	50	295.331
bigscale\baseline+15\5	399	50	291.434
bigscale\baseline+15\6	399	50	294.283
bigscale\baseline+15\7	399	50	293.04
bigscale\baseline+15\8	399	50	294.502
bigscale\baseline+15\9	399	50	293.017
bigscale\baseline+15\10	399	50	295.633
bigscale\baseline+15\11	399	50	294.632
bigscale\baseline+15\12	399	50	293.439
bigscale\baseline+15\13	399	50	294.574
bigscale\baseline+15\14	399	50	293.199
bigscale\baseline+15\15	399	50	295.319
