pid_num,vm,task_num,task,setup,duration,cutting
18232,v13,0,t14,1520397474.283,3.841,1520397478.125
18216,v12,0,t15,1520397473.851,4.695,1520397478.546
18208,v11,0,t13,1520397473.597,5.711,1520397479.309
18200,v21,0,t17,1520397474.293,7.048,1520397481.342
18264,v32,0,t12,1520397477.75,4.541,1520397482.292
18244,v23,0,t16,1520397477.609,4.731,1520397482.341
18256,v22,0,t11,1520397477.529,4.993,1520397482.523
18208,v13,1,t110,1520397479.309,4.365,1520397483.674
18280,v31,0,t18,1520397477.615,6.303,1520397483.924
18216,v12,1,t111,1520397478.546,6.855,1520397485.402
18232,v11,1,t23,1520397478.125,8.285,1520397486.41
18264,v22,1,t112,1520397482.292,5.662,1520397487.954
18244,v23,1,t113,1520397482.342,5.823,1520397488.166
18208,v32,1,t21,1520397483.674,5.14,1520397488.814
18256,v31,1,t22,1520397482.523,6.548,1520397489.072
18200,v21,1,t19,1520397481.342,8.734,1520397490.076
18232,v13,2,t26,1520397486.41,5.026,1520397491.436
18216,v12,2,t27,1520397485.402,6.892,1520397492.294
18280,v11,2,t29,1520397483.924,8.484,1520397492.408
18208,v23,2,t28,1520397488.815,5.507,1520397494.323
18244,v22,2,t25,1520397488.166,6.988,1520397495.155
18200,v32,2,t211,1520397490.077,6.437,1520397496.514
18264,v21,2,t24,1520397487.955,8.814,1520397496.769
18256,v31,2,t210,1520397489.074,7.731,1520397496.805
18280,v13,3,t214,1520397492.409,4.611,1520397497.02
18216,v12,3,t216,1520397492.295,4.74,1520397497.035
18232,v11,3,t217,1520397491.44,5.7,1520397497.141
18244,v22,3,t215,1520397495.155,5.307,1520397500.463
18208,v21,3,t31,1520397494.324,6.323,1520397500.647
18200,v23,3,t32,1520397496.514,4.581,1520397501.096
18256,v32,3,t212,1520397496.806,4.432,1520397501.238
18232,v13,4,t33,1520397497.141,4.79,1520397501.931
18216,v12,4,t35,1520397497.036,5.012,1520397502.049
18264,v31,3,t213,1520397496.77,5.864,1520397502.635
18280,v11,4,t38,1520397497.02,6.881,1520397503.902
18200,v23,4,t36,1520397501.097,5.856,1520397506.953
18232,v32,4,t39,1520397501.931,5.179,1520397507.111
18208,v22,4,t34,1520397500.647,6.627,1520397507.275
18244,v21,4,t310,1520397500.463,6.857,1520397507.32
18264,v12,5,t315,1520397502.636,6.121,1520397508.757
18256,v31,4,t37,1520397501.238,8.028,1520397509.266
18280,v13,5,t41,1520397503.902,5.739,1520397509.641
18216,v11,5,t311,1520397502.049,7.915,1520397509.965
18208,v23,5,t314,1520397507.275,5.577,1520397512.853
18216,v13,6,t48,1520397509.965,4.012,1520397513.977
18232,v22,5,t312,1520397507.111,7.18,1520397514.291
18280,v12,6,t49,1520397509.641,4.671,1520397514.313
18200,v21,5,t313,1520397506.953,7.69,1520397514.643
18256,v11,6,t47,1520397509.266,5.978,1520397515.245
18264,v32,5,t42,1520397508.757,6.548,1520397515.305
18244,v31,5,t316,1520397507.322,7.991,1520397515.313
18232,v23,6,t45,1520397514.291,4.276,1520397518.568
18208,v21,6,t46,1520397512.853,6.299,1520397519.153
18200,v32,6,t43,1520397514.643,4.526,1520397519.17
18216,v22,6,t44,1520397513.977,5.36,1520397519.338
18244,v13,7,t52,1520397515.313,5.303,1520397520.618
18280,v31,6,t410,1520397514.314,6.658,1520397520.973
18264,v12,7,t413,1520397515.305,6.183,1520397521.488
18256,v11,7,t411,1520397515.245,7.957,1520397523.203
18208,v22,7,t414,1520397519.153,5.561,1520397524.714
18216,v31,7,t53,1520397519.338,5.722,1520397525.061
18200,v23,7,t51,1520397519.17,5.989,1520397525.16
18244,v32,7,t412,1520397520.618,5.273,1520397525.892
18232,v21,7,t54,1520397518.568,7.766,1520397526.335
18280,v11,8,t512,1520397520.974,6.203,1520397527.177
18264,v12,8,t511,1520397521.488,6.693,1520397528.182
18256,v13,8,t510,1520397523.203,5.47,1520397528.674
18200,v23,8,t56,1520397525.16,5.716,1520397530.877
18216,v22,8,t59,1520397525.061,6.766,1520397531.827
18208,v21,8,t58,1520397524.714,7.577,1520397532.291
18232,v32,8,t55,1520397526.335,5.993,1520397532.328
18256,v13,9,t514,1520397528.674,4.136,1520397532.81
18264,v12,9,t515,1520397528.182,4.649,1520397532.831
18244,v31,8,t57,1520397525.892,7.429,1520397533.321
18280,v11,9,t518,1520397527.177,6.628,1520397533.805
18200,v22,9,t517,1520397530.877,5.432,1520397536.309
18216,v23,9,t513,1520397531.827,4.54,1520397536.367
18232,v32,9,t516,1520397532.328,4.588,1520397536.916
18208,v31,9,t519,1520397532.291,5.558,1520397537.85
