16756,0,t22,2018-01-25 20:57:49,3,2018-01-25 20:57:52
16756,1,t24,2018-01-25 20:57:52,9,2018-01-25 20:58:01
16756,2,t51,2018-01-25 20:58:01,4,2018-01-25 20:58:05
