pid_num,vm,task_num,task,setup,duration,cutting
4208,v13,0,t17,1520397238.423,4.093,1520397242.517
16936,v12,0,t12,1520397238.4,4.825,1520397243.226
16256,v22,0,t18,1520397238.857,5.244,1520397244.101
5448,v11,0,t15,1520397238.377,5.973,1520397244.35
16832,v21,0,t11,1520397238.85,6.489,1520397245.339
16268,v23,0,t14,1520397240.15,5.676,1520397245.826
16964,v31,0,t16,1520397240.298,5.761,1520397246.06
4208,v32,0,t13,1520397242.517,5.112,1520397247.629
5448,v13,1,t23,1520397244.35,4.71,1520397249.061
16256,v12,1,t112,1520397244.101,6.291,1520397250.393
16936,v11,1,t21,1520397243.226,7.864,1520397251.09
16268,v22,1,t22,1520397245.827,5.564,1520397251.392
16832,v21,1,t110,1520397245.34,6.08,1520397251.42
16964,v23,1,t19,1520397246.06,6.082,1520397252.142
5448,v32,1,t113,1520397249.061,4.565,1520397253.626
4208,v31,1,t111,1520397247.629,6.527,1520397254.156
16268,v13,2,t26,1520397251.392,5.661,1520397257.053
16936,v12,2,t29,1520397251.09,6.471,1520397257.562
16256,v11,2,t211,1520397250.393,7.935,1520397258.328
16964,v22,2,t210,1520397252.142,7.142,1520397259.284
5448,v23,2,t28,1520397253.626,5.817,1520397259.443
16832,v21,2,t25,1520397251.42,8.59,1520397260.01
4208,v31,2,t24,1520397254.156,7.782,1520397261.938
16496,v13,3,t215,1520397258.581,4.098,1520397262.679
16268,v32,2,t27,1520397257.053,6.137,1520397263.191
16256,v12,3,t32,1520397258.328,5.179,1520397263.508
16936,v11,3,t212,1520397257.562,6.15,1520397263.712
16832,v23,3,t213,1520397260.01,4.523,1520397264.534
5448,v22,3,t31,1520397259.443,5.739,1520397265.183
16964,v21,3,t216,1520397259.284,6.709,1520397265.994
16496,v32,3,t214,1520397262.679,4.745,1520397267.425
4208,v31,3,t217,1520397261.938,5.506,1520397267.445
16256,v12,4,t37,1520397263.508,4.966,1520397268.474
16936,v13,4,t35,1520397263.712,5.078,1520397268.791
16268,v11,4,t34,1520397263.191,6.521,1520397269.713
16964,v23,4,t36,1520397265.994,4.427,1520397270.421
16832,v21,4,t33,1520397264.534,6.52,1520397271.054
5448,v22,4,t38,1520397265.183,6.798,1520397271.981
4208,v32,4,t39,1520397267.445,5.565,1520397273.011
16256,v11,5,t315,1520397268.474,5.703,1520397274.178
16496,v31,4,t310,1520397267.425,7.528,1520397274.953
16936,v12,5,t312,1520397268.791,6.227,1520397275.018
16268,v13,5,t314,1520397269.713,5.574,1520397275.287
5448,v23,5,t42,1520397271.981,5.769,1520397277.751
16832,v22,5,t313,1520397271.054,6.858,1520397277.912
16964,v21,5,t311,1520397270.421,8.494,1520397278.915
16936,v12,6,t46,1520397275.018,4.731,1520397279.749
16268,v13,6,t49,1520397275.287,4.901,1520397280.189
16256,v32,5,t316,1520397274.178,6.504,1520397280.682
4208,v31,5,t41,1520397273.011,7.75,1520397280.762
16496,v11,6,t44,1520397274.953,6.08,1520397281.034
16832,v22,6,t45,1520397277.912,5.147,1520397283.059
16964,v23,6,t410,1520397278.915,4.453,1520397283.369
5448,v21,6,t47,1520397277.751,6.694,1520397284.446
16268,v32,6,t48,1520397280.189,4.57,1520397284.76
4208,v12,7,t51,1520397280.762,4.781,1520397285.543
16936,v31,6,t43,1520397279.749,5.816,1520397285.566
16496,v13,7,t413,1520397281.034,4.624,1520397285.658
16256,v11,7,t52,1520397280.682,6.076,1520397286.758
16964,v22,7,t53,1520397283.369,5.393,1520397288.762
16832,v21,7,t54,1520397283.059,6.709,1520397289.769
5448,v23,7,t411,1520397284.446,5.728,1520397290.175
4208,v32,7,t414,1520397285.543,5.852,1520397291.396
16256,v13,8,t510,1520397286.758,5.154,1520397291.913
16268,v31,7,t412,1520397284.76,7.389,1520397292.15
16496,v12,8,t512,1520397285.658,6.803,1520397292.461
16936,v11,8,t56,1520397285.566,7.211,1520397292.777
5448,v23,8,t55,1520397290.175,5.796,1520397295.971
16936,v13,9,t514,1520397292.777,3.984,1520397296.761
16832,v22,8,t57,1520397289.769,7.258,1520397297.027
16496,v12,9,t517,1520397292.461,5.097,1520397297.559
16964,v21,8,t58,1520397288.763,8.856,1520397297.62
16268,v11,9,t519,1520397292.15,6.335,1520397298.486
16256,v32,8,t511,1520397291.913,6.595,1520397298.508
4208,v31,8,t59,1520397291.396,7.725,1520397299.122
16936,v23,9,t515,1520397296.761,4.367,1520397301.129
5448,v22,9,t518,1520397295.971,5.342,1520397301.313
16832,v31,9,t513,1520397297.027,5.646,1520397302.673
16496,v32,9,t516,1520397297.559,5.354,1520397302.913
