pid_num,vm,task_num,task,setup,duration,cutting
13292,v13,0,t21,1519810035.733,4.76,1519810040.496
6312,v23,0,t22,1519810035.925,5.011,1519810040.936
10040,v32,0,t12,1519810035.933,5.402,1519810041.336
2896,v12,0,t15,1519810035.653,5.693,1519810041.348
6668,v22,0,t16,1519810035.813,6.081,1519810041.895
2468,v11,0,t14,1519810035.009,7.038,1519810042.051
9384,v31,0,t13,1519810035.929,6.582,1519810042.514
6728,v21,0,t11,1519810035.785,7.266,1519810043.054
10040,v13,1,t25,1519810041.336,4.802,1519810046.139
6312,v12,1,t23,1519810040.936,5.761,1519810046.699
2468,v23,1,t32,1519810042.051,5.176,1519810047.23
13292,v11,1,t26,1519810040.496,7.132,1519810047.63
6668,v22,1,t31,1519810041.895,6.293,1519810048.188
6728,v32,1,t33,1519810043.054,5.494,1519810048.548
2896,v21,1,t24,1519810041.348,7.32,1519810048.67
9384,v31,1,t27,1519810042.514,6.811,1519810049.326
2468,v13,2,t35,1519810047.23,4.881,1519810052.113
6312,v12,2,t42,1519810046.699,5.811,1519810052.513
10040,v11,2,t41,1519810046.139,7.078,1519810053.217
6728,v23,2,t43,1519810048.548,5.193,1519810053.741
6668,v22,2,t44,1519810048.188,6.287,1519810054.477
9384,v32,2,t34,1519810049.326,5.596,1519810054.925
13292,v21,2,t37,1519810047.63,7.543,1519810055.174
2896,v31,2,t36,1519810048.67,6.77,1519810055.442
10040,v13,3,t47,1519810053.217,4.768,1519810057.986
6312,v12,3,t46,1519810052.513,5.711,1519810058.226
2468,v11,3,t48,1519810052.113,6.993,1519810059.109
9384,v23,3,t53,1519810054.925,5.044,1519810059.97
6668,v22,3,t45,1519810054.477,6.184,1519810060.664
2896,v32,3,t52,1519810055.442,5.423,1519810060.868
6728,v21,3,t51,1519810053.741,7.293,1519810061.037
13292,v31,3,t49,1519810055.174,6.613,1519810061.79
10040,v12,4,t54,1519810057.986,5.76,1519810063.748
2468,v22,4,t57,1519810059.109,6.194,1519810065.304
6312,v21,4,t55,1519810058.226,7.453,1519810065.681
6668,v32,4,t58,1519810060.664,5.564,1519810066.229
9384,v31,4,t56,1519810059.97,6.633,1519810066.606
