pid_num,vm,task_num,task,setup,duration,cutting
14072,v13,0,t15,1520397555.522,3.919,1520397559.442
17312,v23,0,t12,1520397555.748,4.225,1520397559.973
15328,v32,0,t18,1520397555.836,4.5,1520397560.336
16680,v12,0,t16,1520397555.521,4.82,1520397560.341
15320,v22,0,t14,1520397555.649,5.652,1520397561.303
13484,v31,0,t13,1520397555.778,5.552,1520397561.331
14600,v11,0,t17,1520397555.085,6.452,1520397561.537
17076,v21,0,t11,1520397555.545,6.403,1520397561.949
15328,v13,1,t21,1520397560.337,3.848,1520397564.186
17312,v12,1,t22,1520397559.974,5.108,1520397565.082
14072,v11,1,t111,1520397559.442,6.946,1520397566.388
17076,v32,1,t113,1520397561.949,4.736,1520397566.685
13484,v23,1,t110,1520397561.331,5.758,1520397567.09
14600,v31,1,t23,1520397561.538,5.719,1520397567.257
15320,v22,1,t19,1520397561.303,7.251,1520397568.555
16680,v21,1,t112,1520397560.342,8.778,1520397569.135
14072,v13,2,t24,1520397566.389,5.64,1520397572.029
17312,v12,2,t29,1520397565.082,6.948,1520397572.03
15328,v11,2,t27,1520397564.186,8.21,1520397572.398
14600,v23,2,t210,1520397567.257,5.999,1520397573.256
13484,v22,2,t25,1520397567.09,7.06,1520397574.15
17076,v21,2,t28,1520397566.686,8.056,1520397574.743
16680,v32,2,t211,1520397569.135,6.407,1520397575.542
15320,v31,2,t26,1520397568.556,7.365,1520397575.922
15328,v13,3,t212,1520397572.398,4.177,1520397576.575
17312,v12,3,t31,1520397572.031,4.673,1520397576.705
14072,v11,3,t216,1520397572.03,6.008,1520397578.039
17076,v23,3,t215,1520397574.744,4.289,1520397579.033
14600,v21,3,t214,1520397573.257,5.924,1520397579.182
13484,v22,3,t217,1520397574.151,5.163,1520397579.315
15320,v32,3,t213,1520397575.922,4.934,1520397580.857
16680,v31,3,t32,1520397575.543,5.501,1520397581.045
17312,v12,4,t39,1520397576.706,4.702,1520397581.408
14072,v13,4,t35,1520397578.039,4.271,1520397582.311
13484,v23,4,t36,1520397579.315,4.727,1520397584.042
14600,v22,4,t37,1520397579.182,5.354,1520397584.536
15328,v11,4,t310,1520397576.575,8.093,1520397584.669
16680,v32,4,t38,1520397581.045,4.896,1520397585.941
17076,v21,4,t34,1520397579.033,7.573,1520397586.606
15320,v31,4,t33,1520397580.857,5.848,1520397586.705
14072,v12,5,t41,1520397582.312,6.849,1520397589.162
17312,v11,5,t316,1520397581.408,8.027,1520397589.436
13484,v13,5,t315,1520397584.042,5.469,1520397589.511
16680,v23,5,t311,1520397585.941,6.082,1520397592.024
15328,v22,5,t313,1520397584.669,7.356,1520397592.026
14600,v21,5,t42,1520397584.537,8.266,1520397592.803
15320,v32,5,t312,1520397586.705,6.144,1520397592.849
13484,v13,6,t47,1520397589.511,4.191,1520397593.703
17312,v12,6,t45,1520397589.436,4.648,1520397594.084
17076,v31,5,t314,1520397586.606,7.925,1520397594.532
14072,v11,6,t49,1520397589.163,5.705,1520397594.868
14600,v23,6,t46,1520397592.803,4.164,1520397596.968
15328,v22,6,t410,1520397592.026,5.159,1520397597.185
16680,v21,6,t48,1520397592.024,6.045,1520397598.069
13484,v32,6,t44,1520397593.703,4.918,1520397598.621
15320,v31,6,t43,1520397592.849,5.794,1520397598.643
17076,v12,7,t414,1520397594.532,4.906,1520397599.438
14072,v13,7,t52,1520397594.868,5.246,1520397600.115
17312,v11,7,t411,1520397594.084,7.082,1520397601.166
16680,v23,7,t413,1520397598.069,4.652,1520397602.721
15328,v22,7,t51,1520397597.185,6.133,1520397603.318
15320,v32,7,t53,1520397598.645,5.385,1520397604.031
14600,v21,7,t54,1520397596.968,7.954,1520397604.923
13484,v31,7,t412,1520397598.622,7.458,1520397606.08
14072,v12,8,t57,1520397600.116,6.487,1520397606.603
17312,v13,8,t59,1520397601.166,5.643,1520397606.809
17076,v11,8,t512,1520397599.438,7.952,1520397607.39
15320,v23,8,t56,1520397604.031,6.039,1520397610.071
15328,v22,8,t58,1520397603.318,7.412,1520397610.731
16680,v21,8,t511,1520397602.722,8.319,1520397611.043
17076,v13,9,t513,1520397607.39,4.368,1520397611.758
17312,v12,9,t514,1520397606.809,5.147,1520397611.957
13484,v32,8,t510,1520397606.081,6.433,1520397612.515
14600,v31,8,t55,1520397604.924,7.782,1520397612.706
14072,v11,9,t516,1520397606.603,6.899,1520397613.503
15328,v23,9,t518,1520397610.731,4.447,1520397615.179
15320,v22,9,t517,1520397610.071,5.34,1520397615.412
17076,v32,9,t519,1520397611.758,4.685,1520397616.443
16680,v31,9,t515,1520397611.043,5.498,1520397616.542
