pid_num,vm,task_num,task,setup,duration,cutting
12780,v13,0,t17,1520398303.288,3.948,1520398307.237
18816,v12,0,t18,1520398302.998,5.121,1520398308.12
18444,v23,0,t12,1520398303.653,4.664,1520398308.317
6824,v11,0,t14,1520398302.892,5.943,1520398308.835
18920,v22,0,t16,1520398303.508,5.442,1520398308.951
17548,v31,0,t15,1520398303.656,5.674,1520398309.33
14504,v32,0,t11,1520398303.673,5.718,1520398309.391
15304,v21,0,t13,1520398303.404,6.196,1520398309.601
12780,v11,1,t22,1520398307.237,6.174,1520398313.412
18816,v12,1,t111,1520398308.12,5.462,1520398313.583
18444,v13,1,t112,1520398308.317,5.71,1520398314.027
17548,v23,1,t110,1520398309.33,5.16,1520398314.491
18920,v22,1,t23,1520398308.952,6.353,1520398315.305
15304,v32,1,t21,1520398309.601,5.725,1520398315.326
6824,v21,1,t113,1520398308.835,6.632,1520398315.468
14504,v31,1,t19,1520398309.392,7.492,1520398316.884
18816,v12,2,t210,1520398313.583,5.784,1520398319.367
18444,v13,2,t29,1520398314.027,5.693,1520398319.72
15304,v23,2,t211,1520398315.326,6.035,1520398321.361
18920,v22,2,t28,1520398315.305,6.307,1520398321.613
12780,v11,2,t24,1520398313.412,8.312,1520398321.724
17548,v21,2,t25,1520398314.491,8.449,1520398322.94
6824,v31,2,t27,1520398315.468,7.879,1520398323.348
14504,v32,2,t26,1520398316.884,6.57,1520398323.454
18444,v12,3,t217,1520398319.72,4.847,1520398324.567
18816,v11,3,t32,1520398319.367,5.833,1520398325.201
15304,v13,3,t214,1520398321.361,4.243,1520398325.605
17548,v23,3,t213,1520398322.94,4.131,1520398327.071
12780,v22,3,t212,1520398321.724,5.651,1520398327.376
18920,v21,3,t215,1520398321.613,6.004,1520398327.617
14504,v32,3,t216,1520398323.454,4.48,1520398327.935
6824,v31,3,t31,1520398323.348,5.612,1520398328.96
18816,v12,4,t34,1520398325.202,4.948,1520398330.15
15304,v13,4,t39,1520398325.605,5.182,1520398330.787
18920,v23,4,t35,1520398327.617,5.004,1520398332.622
18444,v11,4,t310,1520398324.567,8.095,1520398332.664
17548,v21,4,t33,1520398327.071,6.296,1520398333.367
12780,v22,4,t36,1520398327.376,6.327,1520398333.704
14504,v31,4,t37,1520398327.935,5.88,1520398333.816
6824,v32,4,t38,1520398328.96,6.147,1520398335.107
15304,v12,5,t315,1520398330.787,6.201,1520398336.988
18816,v11,5,t41,1520398330.15,7.562,1520398337.713
18920,v13,5,t42,1520398332.622,5.49,1520398338.112
18444,v21,5,t314,1520398332.665,6.779,1520398339.445
12780,v23,5,t312,1520398333.704,6.024,1520398339.728
17548,v22,5,t313,1520398333.367,7.142,1520398340.51
6824,v32,5,t316,1520398335.107,6.587,1520398341.695
14504,v31,5,t311,1520398333.816,8.023,1520398341.84
18920,v13,6,t49,1520398338.112,3.883,1520398341.996
15304,v11,6,t43,1520398336.988,6.127,1520398343.116
18816,v12,6,t44,1520398337.713,5.67,1520398343.383
12780,v22,6,t410,1520398339.728,5.08,1520398344.809
17548,v23,6,t48,1520398340.51,5.417,1520398345.927
18444,v21,6,t47,1520398339.445,6.731,1520398346.177
14504,v32,6,t46,1520398341.84,4.434,1520398346.274
6824,v31,6,t45,1520398341.695,5.697,1520398347.393
18816,v13,7,t412,1520398343.383,5.119,1520398348.503
18920,v11,7,t51,1520398341.996,7.187,1520398349.183
15304,v12,7,t414,1520398343.116,6.402,1520398349.519
18444,v23,7,t411,1520398346.177,5.223,1520398351.4
12780,v21,7,t54,1520398344.809,6.671,1520398351.48
6824,v32,7,t52,1520398347.394,5.202,1520398352.597
14504,v31,7,t53,1520398346.274,6.624,1520398352.898
17548,v22,7,t413,1520398345.927,7.205,1520398353.133
15304,v13,8,t510,1520398349.519,4.737,1520398354.257
18920,v12,8,t512,1520398349.184,6.664,1520398355.848
18816,v11,8,t56,1520398348.503,8.464,1520398356.968
12780,v22,8,t57,1520398351.48,6.544,1520398358.025
6824,v23,8,t55,1520398352.597,5.984,1520398358.582
17548,v32,8,t58,1520398353.133,6.39,1520398359.524
18444,v21,8,t511,1520398351.4,8.755,1520398360.155
14504,v31,8,t59,1520398352.898,7.381,1520398360.28
18920,v12,9,t516,1520398355.848,4.964,1520398360.813
15304,v11,9,t515,1520398354.257,6.618,1520398360.875
18816,v13,9,t518,1520398356.968,4.4,1520398361.369
6824,v23,9,t519,1520398358.582,4.084,1520398362.667
12780,v22,9,t513,1520398358.025,5.033,1520398363.059
18444,v32,9,t514,1520398360.155,4.84,1520398364.995
17548,v31,9,t517,1520398359.524,5.642,1520398365.166
