pid_num,vm,task_num,task,setup,duration,cutting
10320,v13,0,t13,1521504949.304,3.938,1521504953.258
6708,v12,0,t21,1521504949.148,4.93,1521504954.086
5636,v23,0,t25,1521504949.445,4.71,1521504954.164
2660,v32,0,t23,1521504949.679,4.55,1521504954.242
12324,v22,0,t11,1521504949.398,5.023,1521504954.43
5904,v11,0,t12,1521504948.914,6.086,1521504955.008
10648,v31,0,t22,1521504949.617,5.486,1521504955.117
5696,v21,0,t24,1521504949.32,6.352,1521504955.68
5904,v23,1,t35,1521504955.008,4.171,1521504959.195
6708,v12,1,t31,1521504954.086,5.232,1521504959.32
5636,v13,1,t32,1521504954.164,5.38,1521504959.555
12324,v22,1,t36,1521504954.43,5.644,1521504960.086
10320,v11,1,t27,1521504953.258,7.292,1521504960.555
5696,v32,1,t26,1521504955.68,5.818,1521504961.508
2660,v21,1,t34,1521504954.242,7.764,1521504962.008
10648,v31,1,t33,1521504955.117,7.596,1521504962.727
5636,v13,2,t52,1521504959.555,4.635,1521504964.195
6708,v12,2,t44,1521504959.32,5.438,1521504964.773
5696,v23,2,t51,1521504961.508,4.274,1521504965.789
10320,v22,2,t43,1521504960.555,5.571,1521504966.133
12324,v21,2,t42,1521504960.086,6.114,1521504966.211
5904,v11,2,t54,1521504959.195,8.021,1521504967.227
10648,v32,2,t53,1521504962.727,4.509,1521504967.242
2660,v31,2,t41,1521504962.008,5.626,1521504967.648
6708,v13,3,t59,1521504964.773,4.29,1521504969.07
5636,v12,3,t58,1521504964.195,6.168,1521504970.367
12324,v32,3,t56,1521504966.211,4.567,1521504970.789
5696,v22,3,t55,1521504965.789,5.262,1521504971.055
10320,v23,3,t57,1521504966.133,5.443,1521504971.586
