pid_num,vm,task_num,task,setup,duration,cutting
10368,v13,0,t21,1519810694.777,4.717,1519810699.495
5816,v23,0,t12,1519810695.061,5.134,1519810700.199
2456,v12,0,t11,1519810694.745,5.716,1519810700.463
9388,v32,0,t22,1519810695.369,5.393,1519810700.763
13560,v22,0,t14,1519810695.041,6.125,1519810701.167
5576,v11,0,t15,1519810694.717,6.994,1519810701.715
13324,v31,0,t16,1519810695.073,6.644,1519810701.719
13584,v21,0,t13,1519810694.965,7.32,1519810702.287
2456,v13,1,t23,1519810700.463,4.864,1519810705.328
5816,v12,1,t25,1519810700.199,5.731,1519810705.932
10368,v11,1,t24,1519810699.511,7.009,1519810706.524
5576,v23,1,t26,1519810701.715,5.104,1519810706.82
13560,v22,1,t27,1519810701.167,6.262,1519810707.432
13584,v32,1,t33,1519810702.287,5.531,1519810707.822
9388,v21,1,t31,1519810700.763,7.51,1519810708.274
13324,v31,1,t32,1519810701.719,6.626,1519810708.346
10368,v13,2,t34,1519810706.524,4.884,1519810711.41
5816,v12,2,t42,1519810705.932,5.915,1519810711.85
2456,v11,2,t44,1519810705.328,7.109,1519810712.438
13584,v23,2,t41,1519810707.822,5.194,1519810713.018
13560,v22,2,t36,1519810707.432,6.305,1519810713.738
13324,v32,2,t37,1519810708.346,5.602,1519810713.95
5576,v21,2,t43,1519810706.82,7.487,1519810714.31
9388,v31,2,t35,1519810708.274,6.82,1519810715.094
2456,v13,3,t47,1519810712.438,4.754,1519810717.196
5816,v12,3,t52,1519810711.85,5.731,1519810717.584
10368,v11,3,t45,1519810711.41,7.016,1519810718.428
13324,v23,3,t48,1519810713.95,5.041,1519810718.992
13560,v22,3,t49,1519810713.738,6.082,1519810719.824
13584,v21,3,t53,1519810713.018,7.345,1519810720.364
9388,v32,3,t51,1519810715.094,5.408,1519810720.504
5576,v31,3,t46,1519810714.31,6.598,1519810720.912
5816,v12,4,t57,1519810717.584,5.781,1519810723.366
2456,v11,4,t54,1519810717.196,7.048,1519810724.245
13324,v22,4,t55,1519810718.992,6.076,1519810725.071
10368,v21,4,t58,1519810718.428,7.276,1519810725.705
13560,v31,4,t56,1519810719.824,6.784,1519810726.609
