pid_num,vm,task_num,task,setup,duration,cutting
2896,v13,0,t15,1519811167.279,4.71,1519811171.99
12592,v23,0,t16,1519811167.647,5.036,1519811172.684
14216,v12,0,t11,1519811167.207,5.694,1519811172.904
4860,v32,0,t13,1519811167.847,5.413,1519811173.262
12948,v11,0,t22,1519811166.639,7.031,1519811173.671
10040,v22,0,t21,1519811167.571,6.099,1519811173.671
12800,v31,0,t14,1519811167.727,6.574,1519811174.303
10448,v21,0,t12,1519811167.399,7.255,1519811174.657
14216,v13,1,t23,1519811172.904,4.895,1519811177.8
12592,v12,1,t25,1519811172.684,5.907,1519811178.592
10040,v23,1,t24,1519811173.671,5.003,1519811178.676
2896,v11,1,t31,1519811171.99,7.089,1519811179.08
12948,v22,1,t26,1519811173.671,6.211,1519811179.884
10448,v32,1,t32,1519811174.657,5.451,1519811180.112
4860,v21,1,t33,1519811173.262,7.339,1519811180.602
12800,v31,1,t27,1519811174.303,6.712,1519811181.016
10040,v13,2,t43,1519811178.676,4.896,1519811183.573
12592,v12,2,t44,1519811178.592,5.892,1519811184.486
14216,v11,2,t34,1519811177.8,7.045,1519811184.846
10448,v23,2,t36,1519811180.112,5.078,1519811185.194
12948,v22,2,t37,1519811179.884,6.198,1519811186.083
2896,v21,2,t35,1519811179.08,7.506,1519811186.589
12800,v32,2,t41,1519811181.016,5.575,1519811186.593
4860,v31,2,t42,1519811180.602,6.821,1519811187.426
14216,v13,3,t47,1519811184.846,4.713,1519811189.561
12592,v12,3,t45,1519811184.486,5.694,1519811190.183
10040,v11,3,t46,1519811183.573,6.974,1519811190.547
2896,v23,3,t52,1519811186.589,5.067,1519811191.659
12948,v22,3,t51,1519811186.083,6.19,1519811192.275
10448,v21,3,t49,1519811185.194,7.354,1519811192.551
4860,v32,3,t53,1519811187.426,5.416,1519811192.843
12800,v31,3,t48,1519811186.593,6.593,1519811193.187
10040,v13,4,t57,1519811190.547,4.742,1519811195.292
12592,v12,4,t56,1519811190.183,5.787,1519811195.972
14216,v11,4,t54,1519811189.561,7.016,1519811196.58
12948,v31,4,t58,1519811192.275,6.688,1519811198.963
2896,v21,4,t55,1519811191.659,7.337,1519811198.999
