pid_num,vm,task_num,task,setup,duration,cutting
23316,v13,0,t17,1521549350.036,4.408,1521549354.444
24968,v23,0,t11,1521549350.116,4.795,1521549354.913
25296,v31,0,t15,1521549349.827,5.776,1521549355.603
21496,v22,0,t12,1521549349.199,6.461,1521549355.66
25228,v12,0,t16,1521549350.079,6.543,1521549356.622
24032,v32,0,t18,1521549350.372,6.485,1521549356.858
25232,v11,0,t14,1521549349.837,7.234,1521549357.071
24384,v21,0,t13,1521549350.424,8.12,1521549358.544
25296,v13,1,t113,1521549355.603,4.14,1521549359.744
24968,v12,1,t110,1521549354.914,6.027,1521549360.941
24032,v23,1,t22,1521549356.86,4.702,1521549361.562
23316,v11,1,t112,1521549354.444,8.346,1521549362.791
25228,v22,1,t19,1521549356.623,6.363,1521549362.987
24384,v32,1,t111,1521549358.544,4.546,1521549363.09
21496,v21,1,t23,1521549355.661,8.176,1521549363.838
25232,v31,1,t21,1521549357.073,7.298,1521549364.371
24032,v13,2,t29,1521549361.562,4.106,1521549365.669
25296,v11,2,t210,1521549359.744,6.122,1521549365.867
24968,v12,2,t211,1521549360.942,5.418,1521549366.361
24384,v23,2,t24,1521549363.091,4.305,1521549367.396
25228,v22,2,t28,1521549362.987,5.191,1521549368.178
25232,v32,2,t27,1521549364.371,4.634,1521549369.006
23316,v21,2,t26,1521549362.792,6.638,1521549369.431
21496,v31,2,t25,1521549363.842,5.804,1521549369.647
24032,v13,3,t216,1521549365.669,4.476,1521549370.146
24968,v23,3,t212,1521549366.361,4.75,1521549371.111
25296,v32,3,t217,1521549365.867,5.352,1521549371.219
25228,v12,3,t31,1521549368.179,5.28,1521549373.459
24384,v11,3,t32,1521549367.396,6.087,1521549373.483
25296,v13,4,t34,1521549371.22,4.817,1521549376.038
24968,v12,4,t38,1521549371.111,5.103,1521549376.215
21496,v22,3,t213,1521549369.647,6.762,1521549376.409
25232,v21,3,t215,1521549369.006,7.74,1521549376.746
23316,v31,3,t214,1521549369.431,7.743,1521549377.174
24032,v11,4,t35,1521549370.146,7.941,1521549378.087
24384,v22,4,t310,1521549373.483,6.781,1521549380.265
25296,v23,4,t39,1521549376.04,4.56,1521549380.6
21496,v32,4,t33,1521549376.409,4.89,1521549381.3
25228,v21,4,t36,1521549373.459,8.11,1521549381.57
24032,v13,5,t41,1521549378.087,4.064,1521549382.151
23316,v12,5,t316,1521549377.174,5.076,1521549382.251
24968,v31,4,t37,1521549376.215,6.391,1521549382.606
25232,v11,5,t313,1521549376.746,6.074,1521549382.82
21496,v23,5,t312,1521549381.3,5.006,1521549386.306
25296,v22,5,t311,1521549380.6,5.783,1521549386.383
25232,v13,6,t410,1521549382.821,3.859,1521549386.68
24032,v32,5,t42,1521549382.151,4.697,1521549386.849
24384,v21,5,t315,1521549380.265,6.6,1521549386.866
23316,v23,6,t48,1521549382.251,5.251,1521549387.503
25228,v31,5,t314,1521549381.571,6.117,1521549387.69
24968,v12,6,t44,1521549382.607,6.556,1521549389.163
24032,v31,6,t43,1521549386.85,5.445,1521549392.295
21496,v11,6,t49,1521549386.306,6.007,1521549392.317
25228,v12,7,t52,1521549387.693,4.933,1521549392.627
25232,v32,6,t46,1521549386.68,5.959,1521549392.639
25296,v21,6,t45,1521549386.383,7.193,1521549393.576
24384,v22,6,t47,1521549386.866,6.889,1521549393.756
23316,v11,7,t53,1521549387.505,6.521,1521549394.026
24968,v13,7,t411,1521549389.163,5.159,1521549394.323
25228,v23,7,t54,1521549392.627,5.448,1521549398.076
24032,v21,7,t51,1521549392.295,5.949,1521549398.245
24968,v13,8,t55,1521549394.323,4.057,1521549398.384
25296,v32,7,t414,1521549393.576,5.376,1521549398.953
21496,v22,7,t413,1521549392.317,6.761,1521549399.078
23316,v12,8,t56,1521549394.026,5.234,1521549399.26
25232,v31,7,t412,1521549392.639,6.728,1521549399.367
24384,v11,8,t57,1521549393.756,7.591,1521549401.348
24968,v23,8,t512,1521549398.384,4.211,1521549402.596
25232,v13,9,t515,1521549399.367,3.898,1521549403.266
24032,v22,8,t58,1521549398.245,5.552,1521549403.797
21496,v32,8,t59,1521549399.078,4.739,1521549403.818
25296,v31,8,t511,1521549398.953,5.742,1521549404.696
25228,v21,8,t510,1521549398.076,6.879,1521549404.956
23316,v31,9,t513,1521549399.26,6.317,1521549405.578
24968,v23,9,t514,1521549402.596,5.611,1521549408.208
24384,v11,9,t519,1521549401.348,7.319,1521549408.667
21496,v32,9,t516,1521549403.818,4.89,1521549408.708
24032,v22,9,t517,1521549403.797,5.477,1521549409.275
25232,v21,9,t518,1521549403.266,6.256,1521549409.522
