pid_num,vm,task_num,task,setup,duration,cutting
14308,v23,0,t16,1520396922.165,4.136,1520396926.302
7900,v13,0,t14,1520396922.003,4.435,1520396926.439
8212,v12,0,t17,1520396921.935,4.645,1520396926.58
12504,v22,0,t15,1520396922.095,5.312,1520396927.408
17308,v32,0,t18,1520396922.324,5.315,1520396927.639
7772,v31,0,t11,1520396922.271,5.721,1520396927.992
7640,v11,0,t13,1520396921.812,6.55,1520396928.363
4248,v21,0,t12,1520396922.012,6.553,1520396928.566
8212,v13,1,t113,1520396926.58,4.166,1520396930.748
17308,v22,1,t111,1520396927.639,5.059,1520396932.698
7900,v12,1,t23,1520396926.439,6.959,1520396933.399
7772,v23,1,t19,1520396927.993,5.569,1520396933.563
14308,v11,1,t112,1520396926.302,7.522,1520396933.825
4248,v32,1,t21,1520396928.566,5.521,1520396934.087
7640,v31,1,t22,1520396928.363,6.068,1520396934.431
12504,v21,1,t110,1520396927.408,8.258,1520396935.667
8212,v11,2,t28,1520396930.748,7.893,1520396938.641
7900,v13,2,t27,1520396933.399,5.665,1520396939.064
17308,v12,2,t211,1520396932.698,6.398,1520396939.096
4248,v23,2,t25,1520396934.087,5.584,1520396939.671
14308,v22,2,t29,1520396933.825,7.364,1520396941.19
7772,v21,2,t24,1520396933.563,7.711,1520396941.274
12504,v32,2,t26,1520396935.667,6.364,1520396942.032
7640,v31,2,t210,1520396934.431,7.797,1520396942.228
17308,v13,3,t214,1520396939.096,4.051,1520396943.148
7900,v12,3,t212,1520396939.064,5.198,1520396944.262
8212,v11,3,t31,1520396938.641,5.793,1520396944.434
7772,v23,3,t215,1520396941.274,4.64,1520396945.916
14308,v22,3,t216,1520396941.19,5.199,1520396946.389
7640,v32,3,t32,1520396942.228,4.45,1520396946.68
4248,v21,3,t213,1520396939.671,7.878,1520396947.55
12504,v31,3,t217,1520396942.032,5.576,1520396947.608
8212,v13,4,t34,1520396944.434,4.715,1520396949.149
17308,v11,4,t39,1520396943.148,6.815,1520396949.964
7900,v12,4,t36,1520396944.262,6.282,1520396950.544
7640,v23,4,t35,1520396946.68,4.817,1520396951.497
14308,v22,4,t37,1520396946.389,6.6,1520396952.989
12504,v32,4,t33,1520396947.608,5.44,1520396953.049
7772,v21,4,t38,1520396945.916,7.743,1520396953.659
4248,v31,4,t310,1520396947.55,7.113,1520396954.663
7900,v13,5,t42,1520396950.544,5.67,1520396956.215
8212,v11,5,t311,1520396949.149,7.145,1520396956.295
17308,v12,5,t312,1520396949.964,6.799,1520396956.763
12504,v23,5,t316,1520396953.049,5.952,1520396959.002
14308,v22,5,t315,1520396952.989,6.825,1520396959.814
7640,v21,5,t41,1520396951.497,8.444,1520396959.943
4248,v32,5,t313,1520396954.663,6.452,1520396961.115
17308,v13,6,t47,1520396956.763,4.578,1520396961.341
7772,v31,5,t314,1520396953.659,7.706,1520396961.367
8212,v12,6,t48,1520396956.295,5.506,1520396961.801
7900,v11,6,t49,1520396956.215,5.686,1520396961.901
7640,v23,6,t45,1520396959.943,4.755,1520396964.698
14308,v22,6,t43,1520396959.814,5.088,1520396964.903
12504,v21,6,t44,1520396959.002,6.211,1520396965.213
17308,v32,6,t46,1520396961.341,5.139,1520396966.48
4248,v31,6,t410,1520396961.115,5.442,1520396966.557
7900,v13,7,t414,1520396961.901,5.135,1520396967.037
8212,v12,7,t413,1520396961.801,6.628,1520396968.429
7772,v11,7,t412,1520396961.368,7.159,1520396968.527
12504,v23,7,t53,1520396965.213,5.597,1520396970.811
7640,v21,7,t52,1520396964.698,6.343,1520396971.041
14308,v22,7,t51,1520396964.903,6.358,1520396971.262
4248,v32,7,t54,1520396966.557,6.019,1520396972.577
7772,v13,8,t58,1520396968.527,5.624,1520396974.151
17308,v31,7,t411,1520396966.48,8.022,1520396974.503
7900,v11,8,t512,1520396967.037,7.583,1520396974.62
8212,v12,8,t57,1520396968.429,6.81,1520396975.239
14308,v23,8,t510,1520396971.263,5.813,1520396977.076
7640,v22,8,t55,1520396971.041,7.304,1520396978.345
8212,v13,9,t516,1520396975.239,3.968,1520396979.208
12504,v21,8,t59,1520396970.811,8.605,1520396979.417
7900,v12,9,t518,1520396974.62,5.004,1520396979.624
17308,v11,9,t514,1520396974.503,5.691,1520396980.195
4248,v31,8,t511,1520396972.577,7.645,1520396980.222
7772,v32,8,t56,1520396974.151,6.54,1520396980.691
14308,v22,9,t513,1520396977.076,5.025,1520396982.102
7640,v23,9,t517,1520396978.345,4.144,1520396982.49
12504,v32,9,t519,1520396979.417,4.762,1520396984.18
8212,v31,9,t515,1520396979.208,6.127,1520396985.335
