pid_num,vm,task_num,task,setup,duration,cutting
18592,v13,0,t18,1520397982.784,4.377,1520397987.161
13088,v23,0,t16,1520397982.785,4.501,1520397987.286
18448,v32,0,t15,1520397982.798,4.578,1520397987.376
18548,v12,0,t11,1520397982.783,5.094,1520397987.877
18568,v22,0,t14,1520397982.785,5.552,1520397988.337
13896,v31,0,t13,1520397982.786,5.754,1520397988.541
18600,v11,0,t12,1520397982.783,6.001,1520397988.784
18760,v21,0,t17,1520397982.785,6.397,1520397989.182
18448,v13,1,t110,1520397987.376,4.456,1520397991.833
13896,v23,1,t111,1520397988.541,4.169,1520397992.71
18760,v32,1,t113,1520397989.182,4.814,1520397993.997
13088,v12,1,t22,1520397987.287,6.729,1520397994.016
18548,v21,1,t21,1520397987.877,6.974,1520397994.852
18568,v22,1,t112,1520397988.338,6.73,1520397995.068
18592,v11,1,t19,1520397987.162,8.204,1520397995.368
18600,v31,1,t23,1520397988.785,7.987,1520397996.772
13896,v12,2,t25,1520397992.71,6.204,1520397998.914
18448,v11,2,t24,1520397991.833,7.598,1520397999.431
18760,v13,2,t26,1520397993.997,5.563,1520397999.56
18568,v23,2,t27,1520397995.068,5.974,1520398001.043
13088,v21,2,t29,1520397994.016,7.066,1520398001.082
18548,v22,2,t210,1520397994.852,6.473,1520398001.325
18592,v31,2,t28,1520397995.368,7.565,1520398002.933
18600,v32,2,t211,1520397996.772,6.395,1520398003.167
18760,v13,3,t32,1520397999.56,4.528,1520398004.088
13896,v11,3,t216,1520397998.915,6.188,1520398005.104
18448,v12,3,t214,1520397999.431,5.704,1520398005.136
18548,v23,3,t215,1520398001.325,5.077,1520398006.403
13088,v22,3,t213,1520398001.082,5.445,1520398006.528
18568,v21,3,t217,1520398001.043,6.343,1520398007.387
18600,v32,3,t31,1520398003.167,4.748,1520398007.915
18592,v31,3,t212,1520398002.933,5.708,1520398008.642
18448,v13,4,t36,1520398005.136,4.031,1520398009.167
13896,v12,4,t35,1520398005.104,5.886,1520398010.99
18760,v11,4,t38,1520398004.088,7.419,1520398011.508
18568,v23,4,t33,1520398007.387,4.692,1520398012.079
13088,v22,4,t310,1520398006.528,6.719,1520398013.247
18548,v21,4,t34,1520398006.404,7.816,1520398014.221
18592,v32,4,t37,1520398008.644,6.169,1520398014.813
18600,v31,4,t39,1520398007.915,7.295,1520398015.211
18448,v11,5,t42,1520398009.167,6.963,1520398016.131
18760,v13,5,t316,1520398011.508,5.754,1520398017.262
13896,v12,5,t313,1520398010.99,6.427,1520398017.418
18568,v21,5,t312,1520398012.079,7.149,1520398019.228
13088,v22,5,t311,1520398013.247,6.624,1520398019.872
18548,v23,5,t315,1520398014.221,6.06,1520398020.281
18600,v32,5,t314,1520398015.211,6.292,1520398021.503
18448,v11,6,t45,1520398016.131,5.873,1520398022.005
18760,v12,6,t44,1520398017.263,4.936,1520398022.2
13896,v13,6,t48,1520398017.418,4.884,1520398022.302
18592,v31,5,t41,1520398014.813,7.975,1520398022.788
13088,v22,6,t47,1520398019.872,4.967,1520398024.839
18548,v23,6,t49,1520398020.281,4.917,1520398025.199
18568,v21,6,t410,1520398019.228,6.038,1520398025.266
18448,v32,6,t46,1520398022.005,4.546,1520398026.551
13896,v12,7,t54,1520398022.302,4.755,1520398027.058
18600,v31,6,t43,1520398021.503,5.698,1520398027.202
18592,v13,7,t414,1520398022.788,5.159,1520398027.947
18760,v11,7,t413,1520398022.201,7.428,1520398029.63
18548,v22,7,t53,1520398025.2,6.043,1520398031.243
18568,v23,7,t52,1520398025.266,5.996,1520398031.262
13896,v32,7,t411,1520398027.058,5.035,1520398032.094
13088,v21,7,t51,1520398024.84,8.275,1520398033.116
18448,v31,7,t412,1520398026.552,7.273,1520398033.825
18592,v12,8,t56,1520398027.947,6.812,1520398034.761
18760,v13,8,t511,1520398029.63,5.138,1520398034.769
18600,v11,8,t510,1520398027.202,8.49,1520398035.692
13896,v23,8,t59,1520398032.094,5.973,1520398038.069
18568,v22,8,t58,1520398031.262,7.415,1520398038.678
18548,v21,8,t512,1520398031.243,7.95,1520398039.194
18760,v13,9,t517,1520398034.769,4.428,1520398039.198
18592,v12,9,t514,1520398034.761,4.738,1520398039.5
18448,v32,8,t55,1520398033.825,6.422,1520398040.248
13088,v31,8,t57,1520398033.117,7.735,1520398040.852
18600,v21,9,t518,1520398035.692,6.133,1520398041.826
18568,v23,9,t516,1520398038.679,4.602,1520398043.282
18760,v32,9,t513,1520398039.199,4.581,1520398043.78
13896,v22,9,t519,1520398038.069,5.743,1520398043.813
18548,v31,9,t515,1520398039.194,5.596,1520398044.791
