pid_num,vm,task_num,task,setup,duration,cutting
12676,v13,0,t13,1519819440.743,4.757,1519819445.51
13440,v23,0,t21,1519819441.074,5.014,1519819446.096
9756,v12,0,t11,1519819440.443,5.709,1519819446.158
12448,v32,0,t22,1519819441.337,5.491,1519819446.828
12408,v22,0,t12,1519819440.97,6.102,1519819447.081
5272,v11,0,t15,1519819440.391,6.982,1519819447.382
12988,v31,0,t14,1519819441.122,6.58,1519819447.714
6668,v21,0,t16,1519819440.931,7.279,1519819448.215
9756,v13,1,t26,1519819446.159,4.835,1519819451.004
13440,v12,1,t31,1519819446.096,5.829,1519819451.937
5272,v23,1,t33,1519819447.382,5.036,1519819452.422
12676,v11,1,t27,1519819445.51,7.007,1519819452.522
12408,v22,1,t25,1519819447.081,6.19,1519819453.292
6668,v32,1,t24,1519819448.215,5.409,1519819453.639
12988,v31,1,t23,1519819447.714,6.578,1519819454.293
12448,v21,1,t32,1519819446.828,7.467,1519819454.309
5272,v13,2,t34,1519819452.422,4.882,1519819457.314
13440,v12,2,t42,1519819451.937,5.896,1519819457.846
9756,v11,2,t35,1519819451.004,7.044,1519819458.062
6668,v23,2,t41,1519819453.639,5.148,1519819458.8
12408,v22,2,t43,1519819453.292,6.299,1519819459.6
12448,v32,2,t36,1519819454.309,5.591,1519819459.901
12676,v21,2,t44,1519819452.522,7.523,1519819460.048
12988,v31,2,t37,1519819454.293,6.788,1519819461.103
9756,v13,3,t49,1519819458.062,4.786,1519819462.852
13440,v12,3,t45,1519819457.846,5.723,1519819463.584
5272,v11,3,t53,1519819457.314,6.959,1519819464.285
12448,v23,3,t51,1519819459.901,5.014,1519819464.923
12408,v22,3,t48,1519819459.6,6.132,1519819465.74
6668,v21,3,t46,1519819458.8,7.269,1519819466.072
12988,v32,3,t47,1519819461.103,5.455,1519819466.573
12676,v31,3,t52,1519819460.048,6.589,1519819466.641
13440,v13,4,t56,1519819463.584,4.811,1519819468.413
9756,v12,4,t55,1519819462.852,5.86,1519819468.713
12448,v23,4,t54,1519819464.923,5.063,1519819469.993
12408,v32,4,t57,1519819465.74,5.523,1519819471.263
5272,v21,4,t58,1519819464.285,7.448,1519819471.733
