pid_num,vm,task_num,task,setup,duration,cutting
16896,v13,0,t14,1520397319.427,3.942,1520397323.369
14652,v23,0,t17,1520397319.562,4.324,1520397323.886
17356,v12,0,t16,1520397319.355,4.659,1520397324.015
17296,v32,0,t13,1520397319.686,4.625,1520397324.312
9596,v22,0,t18,1520397319.519,4.972,1520397324.491
15488,v11,0,t15,1520397319.297,5.851,1520397325.148
16112,v31,0,t12,1520397319.685,5.909,1520397325.594
13232,v21,0,t11,1520397319.465,6.38,1520397325.845
17356,v13,1,t23,1520397324.015,5.212,1520397329.227
14652,v12,1,t19,1520397323.886,5.707,1520397329.593
15488,v23,1,t113,1520397325.148,4.648,1520397329.797
16896,v11,1,t22,1520397323.369,6.438,1520397329.807
13232,v32,1,t21,1520397325.845,4.525,1520397330.371
9596,v22,1,t110,1520397324.491,6.719,1520397331.21
16112,v31,1,t112,1520397325.594,5.924,1520397331.519
17296,v21,1,t111,1520397324.313,8.335,1520397332.649
15488,v13,2,t210,1520397329.797,4.723,1520397334.52
14652,v12,2,t26,1520397329.593,6.834,1520397336.428
9596,v23,2,t24,1520397331.21,5.623,1520397336.834
17356,v11,2,t25,1520397329.227,8.097,1520397337.324
16896,v21,2,t28,1520397329.807,7.598,1520397337.406
13232,v22,2,t29,1520397330.371,7.197,1520397337.569
16112,v31,2,t211,1520397331.519,7.136,1520397338.655
17296,v32,2,t27,1520397332.649,6.339,1520397338.989
15488,v11,3,t217,1520397334.52,6.02,1520397340.541
9596,v13,3,t213,1520397336.834,4.042,1520397340.876
14652,v12,3,t32,1520397336.428,4.828,1520397341.257
13232,v23,3,t215,1520397337.569,4.53,1520397342.099
16896,v22,3,t216,1520397337.406,5.266,1520397342.672
17296,v32,3,t31,1520397338.99,4.65,1520397343.64
16112,v31,3,t214,1520397338.655,5.543,1520397344.199
17356,v21,3,t212,1520397337.324,7.157,1520397344.481
14652,v13,4,t310,1520397341.257,4.767,1520397346.024
15488,v11,4,t39,1520397340.541,5.97,1520397346.512
9596,v12,4,t33,1520397340.876,6.535,1520397347.411
16896,v22,4,t34,1520397342.672,5.19,1520397347.863
17296,v23,4,t37,1520397343.64,4.325,1520397347.966
13232,v21,4,t35,1520397342.099,6.414,1520397348.513
16112,v31,4,t36,1520397344.199,5.549,1520397349.748
17356,v32,4,t38,1520397344.481,5.919,1520397350.4
9596,v13,5,t314,1520397347.411,5.487,1520397352.899
15488,v12,5,t313,1520397346.512,6.447,1520397352.96
13232,v23,5,t315,1520397348.513,5.494,1520397354.008
14652,v11,5,t311,1520397346.024,8.019,1520397354.043
17296,v22,5,t312,1520397347.966,6.905,1520397354.872
16896,v21,5,t316,1520397347.863,8.866,1520397356.729
17356,v32,5,t42,1520397350.4,6.39,1520397356.79
16112,v31,5,t41,1520397349.748,8.032,1520397357.781
15488,v12,6,t410,1520397352.96,4.879,1520397357.839
13232,v13,6,t46,1520397354.008,4.17,1520397358.179
9596,v11,6,t49,1520397352.899,5.699,1520397358.598
17296,v22,6,t44,1520397354.872,5.096,1520397359.969
14652,v21,6,t45,1520397354.043,6.835,1520397360.878
16896,v23,6,t48,1520397356.729,4.632,1520397361.362
17356,v31,6,t43,1520397356.79,5.525,1520397362.316
16112,v32,6,t47,1520397357.781,4.573,1520397362.355
9596,v13,7,t412,1520397358.598,4.374,1520397362.973
13232,v12,7,t414,1520397358.179,5.527,1520397363.706
15488,v11,7,t51,1520397357.839,7.805,1520397365.645
16896,v23,7,t411,1520397361.362,4.451,1520397365.813
17296,v21,7,t54,1520397359.969,6.567,1520397366.537
16112,v32,7,t413,1520397362.355,4.711,1520397367.066
14652,v22,7,t52,1520397360.878,7.419,1520397368.297
17356,v31,7,t53,1520397362.316,8.015,1520397370.333
15488,v13,8,t512,1520397365.645,4.817,1520397370.463
13232,v12,8,t510,1520397363.706,6.849,1520397370.555
9596,v11,8,t56,1520397362.973,7.971,1520397370.945
16112,v23,8,t55,1520397367.066,5.803,1520397372.869
17296,v22,8,t511,1520397366.537,6.988,1520397373.525
16896,v21,8,t57,1520397365.813,8.084,1520397373.898
13232,v13,9,t513,1520397370.555,4.028,1520397374.583
15488,v12,9,t517,1520397370.463,4.692,1520397375.156
14652,v31,8,t58,1520397368.297,7.694,1520397375.992
17356,v32,8,t59,1520397370.333,6.399,1520397376.732
17296,v23,9,t514,1520397373.525,4.165,1520397377.69
9596,v21,9,t516,1520397370.945,6.843,1520397377.788
16112,v22,9,t518,1520397372.869,5.981,1520397378.85
13232,v32,9,t515,1520397374.583,4.464,1520397379.047
16896,v31,9,t519,1520397373.898,5.543,1520397379.441
