pid_num,vm,task_num,task,setup,duration,cutting
12920,v13,0,t14,1519810761.334,4.788,1519810766.124
11048,v12,0,t12,1519810760.957,5.691,1519810766.649
11764,v11,0,t11,1519810760.273,6.987,1519810767.261
10108,v23,0,t15,1519810763.822,5.007,1519810768.833
8276,v21,0,t16,1519810761.71,7.283,1519810768.993
13500,v22,0,t21,1519810763.486,6.099,1519810769.585
11048,v32,0,t22,1519810766.649,5.409,1519810772.061
12920,v31,0,t13,1519810766.124,6.575,1519810772.701
8276,v13,1,t31,1519810768.993,4.795,1519810773.79
11764,v11,1,t33,1519810767.261,7.133,1519810774.398
10108,v12,1,t32,1519810768.833,5.901,1519810774.738
13500,v21,1,t23,1519810769.585,7.427,1519810777.014
12920,v23,1,t24,1519810772.701,4.999,1519810777.702
11048,v22,1,t26,1519810772.061,6.271,1519810778.334
11764,v32,1,t25,1519810774.398,5.39,1519810779.798
8276,v31,1,t27,1519810773.79,6.801,1519810780.594
10108,v11,2,t41,1519810774.738,7.202,1519810781.942
12920,v13,2,t36,1519810777.702,4.886,1519810782.59
13500,v12,2,t42,1519810777.014,5.902,1519810782.918
8276,v23,2,t35,1519810780.594,5.142,1519810785.737
11048,v21,2,t44,1519810778.334,7.438,1519810785.773
11764,v22,2,t34,1519810779.802,6.321,1519810786.125
5708,v13,3,t53,1519810783.018,4.726,1519810787.746
12920,v32,2,t37,1519810782.59,5.577,1519810788.17
1412,v12,3,t51,1519810783.01,5.685,1519810788.698
10108,v31,2,t43,1519810781.942,6.806,1519810788.751
13500,v11,3,t47,1519810782.918,6.974,1519810789.896
11764,v23,3,t45,1519810786.125,5.023,1519810791.148
11048,v22,3,t46,1519810785.773,6.203,1519810791.976
8276,v21,3,t49,1519810785.737,7.281,1519810793.02
12920,v32,3,t48,1519810788.17,5.494,1519810793.667
5708,v31,3,t52,1519810787.746,6.576,1519810794.323
10108,v12,4,t55,1519810788.755,5.867,1519810794.623
13500,v13,4,t58,1519810789.896,4.732,1519810794.631
1412,v11,4,t54,1519810788.698,7.026,1519810795.727
11048,v23,4,t56,1519810791.976,5.182,1519810797.16
11764,v21,4,t57,1519810791.148,7.256,1519810798.407
